age,gender,race,span_hisp_latin,marital_status,education_level,active_certification_license,disability,health_status,insurance_coverage_flag,citizenship,birth_country,immigration_period,employed_or_not,worker_class,industry,total_income,taxable_income,poverty_category,child_outside_household,child_support_flag,annual_child_support,household_status,metropolitan_status,state,region,household_income,financial_assistance_flag
24,1,2,2,7,39,2,2,2,1,1,57,0,1,1,5,23000,11000,4,2,0,0,1,1,13,3,23000,2
38,1,1,2,1,40,1,2,1,1,1,57,0,1,4,6,50000,70000,4,2,0,0,1,1,13,3,94000,2
34,1,1,2,1,39,1,1,1,1,1,57,0,7,0,0,35010,0,2,2,0,0,1,1,13,3,35010,1
31,2,1,2,1,40,2,2,1,1,1,57,0,7,0,0,0,0,2,2,0,0,2,1,13,3,35010,2
31,2,2,2,7,40,1,2,4,1,1,57,0,4,1,10,10500,0,1,2,0,0,1,1,13,3,10500,2
33,2,2,2,1,43,2,2,2,1,1,57,0,7,0,0,3011,23629,4,2,0,0,1,1,13,3,48527,2
32,1,2,2,1,43,1,2,2,1,1,57,0,1,1,10,45516,0,4,2,0,0,2,1,13,3,48527,2
36,2,2,2,7,39,2,2,1,1,1,57,0,1,1,10,33233,10033,4,2,0,0,1,1,13,3,33233,2
33,2,2,2,1,43,1,2,3,1,1,57,0,1,1,3,46002,38156,4,2,0,0,1,1,13,3,62156,2
32,1,2,2,1,43,1,2,3,1,1,57,0,1,1,10,16154,0,4,2,0,0,2,1,13,3,62156,2
35,1,2,2,1,40,2,2,1,1,1,57,0,4,1,11,54560,0,4,2,0,0,2,1,13,3,348110,2
26,1,1,2,1,39,2,2,3,1,1,57,0,1,1,6,10000,16800,4,2,0,0,5,1,13,3,348110,2
35,2,4,2,1,40,2,2,1,1,4,210,20,1,5,11,22000,34400,4,2,0,0,1,1,13,3,92000,2
37,2,1,2,1,43,2,2,1,1,1,57,0,1,1,4,101002,157167,4,2,0,0,1,1,13,3,181167,2
34,1,1,1,1,43,2,2,1,1,1,57,0,1,1,4,80165,0,4,2,0,0,2,1,13,3,181167,2
36,2,2,2,1,43,2,2,2,1,1,57,0,1,1,5,55000,0,4,2,0,0,6,1,13,3,140001,2
36,1,4,2,5,43,2,2,3,2,4,210,17,1,6,11,6665,0,1,2,0,0,1,1,13,3,6665,2
28,1,2,2,7,39,1,2,2,1,1,57,0,1,1,6,60000,48000,4,1,1,4200,1,1,13,3,60000,2
34,2,1,2,1,40,2,2,3,1,4,210,20,1,1,11,5000,0,4,2,0,0,2,1,13,3,193399,2
28,2,2,1,1,40,2,1,2,1,1,57,0,1,1,11,110070,84980,4,2,0,0,1,1,13,3,125070,2
26,1,2,1,1,40,2,2,4,1,1,57,0,1,1,11,15000,0,4,2,0,0,2,1,13,3,125070,2
36,1,1,2,7,40,2,1,2,2,1,57,0,1,1,9,60000,48000,4,2,0,0,1,1,13,3,60000,2
25,2,1,1,7,39,2,2,1,2,5,303,15,1,1,3,26755,8755,3,2,0,0,1,1,13,3,26755,2
34,2,4,2,1,43,2,2,2,1,4,242,22,7,0,0,0,17974,4,2,0,0,1,1,13,3,50000,2
28,2,1,2,2,40,2,2,3,1,1,57,0,7,0,0,0,0,2,2,0,0,1,1,13,3,22000,2
31,2,2,2,7,39,2,2,2,1,1,57,0,4,1,10,55,0,1,2,0,0,1,1,13,3,55,2
30,1,1,1,7,39,2,2,3,1,1,57,0,1,1,3,78146,62238,4,2,0,0,1,1,13,3,78146,2
33,1,2,2,7,40,1,2,2,2,1,57,0,1,1,5,23000,11000,4,2,0,0,5,1,13,3,179740,2
30,2,2,2,7,39,2,2,2,2,1,57,0,1,1,11,15280,0,1,2,0,0,1,1,13,3,65380,2
33,2,2,2,7,43,2,2,3,1,1,57,0,1,1,9,15000,0,1,2,0,0,1,1,13,3,15000,2
25,2,2,2,7,40,2,2,3,2,1,57,0,7,0,0,20000,2000,4,2,0,0,5,1,13,3,123259,2
32,1,1,2,1,43,2,2,1,1,1,57,0,1,1,4,89055,129275,4,2,0,0,1,1,13,3,153275,2
32,2,1,2,1,44,1,2,1,1,1,57,0,1,1,10,64220,0,4,2,0,0,2,1,13,3,153275,2
27,2,1,2,7,35,1,2,2,1,1,57,0,1,1,12,13001,0,2,2,0,0,6,1,13,3,47001,2
26,1,1,2,7,35,2,2,3,2,1,57,0,1,1,9,12000,0,2,2,0,0,6,1,13,3,47001,2
29,2,2,2,7,39,2,2,2,1,1,57,0,1,1,10,15000,0,1,2,0,0,1,1,13,3,15000,2
23,2,1,2,5,39,2,2,2,1,1,57,0,1,1,5,38300,19000,4,2,0,0,1,1,13,3,38300,2
37,1,1,2,5,39,1,2,4,2,1,57,0,1,1,6,36908,18908,4,2,0,0,1,1,13,3,48105,2
35,2,1,2,5,42,2,2,2,1,1,57,0,1,4,13,40005,22005,4,2,0,0,1,1,13,3,70460,2
35,2,2,2,1,39,2,2,2,1,1,57,0,7,0,0,0,26000,3,2,0,0,1,1,13,3,50000,2
38,2,1,1,1,39,2,2,2,1,1,57,0,1,5,3,20001,290141,4,2,0,0,1,1,13,3,342001,2
38,1,1,2,1,44,2,2,2,1,1,57,0,1,5,3,304000,0,4,2,0,0,2,1,13,3,342001,2
24,1,6,2,1,39,2,2,1,1,1,57,0,1,1,11,20000,0,4,2,0,0,2,1,13,3,64030,2
32,2,1,2,1,40,2,2,1,1,1,57,0,1,1,10,8100,9625,4,2,0,0,1,1,13,3,33625,2
28,1,1,2,1,39,2,2,3,1,1,57,0,1,1,6,25525,0,4,2,0,0,2,1,13,3,33625,2
29,1,2,2,7,39,2,2,3,1,1,57,0,1,1,10,30000,18000,4,2,0,0,5,1,13,3,137000,2
31,2,2,2,1,42,1,2,3,1,1,57,0,1,1,10,17000,53000,4,2,0,0,1,1,13,3,94000,2
30,2,2,2,1,40,2,2,2,1,1,57,0,1,2,13,77000,0,4,2,0,0,2,1,13,3,94000,2
38,2,2,2,7,36,2,2,3,1,1,57,0,1,1,11,3600,0,1,2,0,0,1,1,13,3,3600,2
37,1,2,2,7,43,2,1,3,2,1,57,0,7,0,0,0,0,1,2,0,0,5,1,13,3,8400,2
35,1,2,2,7,39,2,2,3,2,1,57,0,7,0,0,0,0,1,2,0,0,1,1,13,3,0,2
30,1,1,2,1,43,1,2,2,1,3,110,11,1,3,10,40050,107087,4,2,0,0,1,1,13,3,135885,2
31,2,1,2,1,44,1,2,1,1,1,57,0,1,1,10,95835,0,4,2,0,0,2,1,13,3,135885,2
24,1,1,1,1,41,1,2,1,1,1,57,0,1,3,13,70300,54300,4,1,1,9688,1,2,12,3,83300,2
31,2,1,2,1,43,2,2,2,1,1,57,0,7,0,0,0,0,4,2,0,0,2,2,12,3,60000,2
23,2,1,2,6,40,2,2,1,1,1,57,0,1,1,5,25030,0,4,2,0,0,1,2,12,3,48723,2
34,1,1,2,7,39,2,2,2,1,1,57,0,1,1,4,52244,40244,4,2,0,0,1,2,12,3,52244,2
29,2,2,2,7,41,1,2,1,1,1,57,0,1,3,10,28001,16001,4,2,0,0,1,2,12,3,68104,2
30,1,1,2,1,39,2,2,1,1,1,57,0,1,3,1,50021,66026,4,2,0,0,1,2,12,3,90026,2
34,2,1,2,1,39,1,2,1,1,1,57,0,1,1,10,40005,0,4,2,0,0,2,2,12,3,90026,2
30,2,6,2,7,40,1,2,2,2,1,57,0,1,1,10,12000,0,3,2,0,0,5,2,12,3,56726,2
29,1,1,2,7,40,2,2,4,2,1,57,0,4,1,9,0,0,1,2,0,0,5,2,12,3,10259,2
38,1,1,2,1,44,2,2,2,2,1,57,0,1,1,12,13700,22000,4,2,0,0,1,2,12,3,46700,2
36,2,1,2,1,41,2,2,2,2,1,57,0,1,1,10,33000,0,4,2,0,0,2,2,12,3,46700,2
37,1,1,2,5,35,2,1,4,2,1,57,0,6,0,0,10935,0,1,2,0,0,1,2,12,3,10935,1
38,2,1,2,1,39,2,2,1,2,1,57,0,1,1,4,61000,0,4,2,0,0,2,2,12,3,176000,2
31,2,2,2,1,43,1,2,2,1,1,57,0,1,3,8,40240,86760,4,2,0,0,1,2,12,3,110760,2
30,1,2,2,1,41,1,2,2,1,1,57,0,1,3,10,70520,0,4,2,0,0,2,2,12,3,110760,2
34,1,1,1,1,38,2,2,2,1,4,303,16,1,1,11,30000,6000,3,2,0,0,1,2,12,3,30000,2
29,2,1,1,1,39,2,2,2,2,5,303,19,7,0,0,0,0,3,2,0,0,2,2,12,3,30000,2
38,2,1,2,1,43,1,2,2,1,1,57,0,2,6,1,22500,29370,4,2,0,0,1,2,12,3,58500,2
33,2,1,2,1,40,1,2,3,1,1,57,0,1,3,13,42400,51450,4,2,0,0,1,2,12,3,80450,2
37,1,1,2,1,40,1,2,3,1,1,57,0,1,4,13,38050,0,4,2,0,0,2,2,12,3,80450,2
36,2,2,2,7,39,2,2,4,2,1,57,0,7,0,0,0,0,1,2,0,0,1,2,12,3,0,2
35,2,1,2,7,40,2,2,3,1,1,57,0,1,1,10,36000,24000,4,2,0,0,6,2,12,3,102302,2
35,1,2,2,7,39,2,1,4,2,1,57,0,7,0,0,0,0,4,2,0,0,5,2,12,3,50300,2
38,2,2,2,1,39,2,2,3,2,1,57,0,7,0,0,0,0,1,2,0,0,2,2,12,3,24000,2
23,2,2,2,7,39,2,2,2,1,1,57,0,1,1,10,4000,0,4,2,0,0,5,2,12,3,33911,2
27,2,1,2,7,39,1,2,2,2,1,57,0,1,1,8,33010,21010,4,2,0,0,5,1,12,3,85332,2
33,2,1,2,7,39,2,2,3,1,1,57,0,4,1,11,100002,98952,4,2,0,0,1,1,12,3,115006,2
24,1,1,2,7,39,2,2,2,2,1,57,0,1,1,11,12005,5,1,2,0,0,1,1,12,3,42025,2
37,2,1,2,1,39,2,2,1,1,5,449,18,7,0,0,300,0,4,2,0,0,2,1,12,3,162900,2
27,1,2,1,7,38,2,2,1,2,1,57,0,1,1,11,19000,5000,4,2,0,0,1,1,12,3,39000,2
31,2,2,1,7,39,2,2,1,2,1,57,0,4,1,11,20000,8000,4,2,0,0,6,1,12,3,39000,2
30,1,1,2,7,41,2,2,2,1,1,57,0,1,1,11,73005,55005,4,2,0,0,1,1,12,3,93007,2
32,1,1,2,1,39,2,2,3,1,1,57,0,1,1,6,36750,0,4,2,0,0,2,1,12,3,77500,2
27,2,1,2,1,37,2,2,1,1,1,57,0,4,1,11,28620,24459,4,2,0,0,1,1,12,3,54620,1
25,1,1,2,1,36,2,2,2,1,1,57,0,1,1,5,26000,0,4,2,0,0,2,1,12,3,54620,2
35,2,1,2,1,39,2,2,3,2,1,57,0,7,0,0,0,16000,4,1,2,0,1,1,12,3,40000,2
31,2,1,2,1,39,2,2,4,2,1,57,0,6,0,0,20400,0,3,2,0,0,2,1,12,3,42441,2
26,1,1,2,7,39,2,2,1,2,1,57,0,4,1,4,26005,8005,3,2,0,0,1,1,12,3,26005,2
33,2,1,2,7,39,2,2,3,1,1,57,0,7,0,0,0,0,1,2,0,0,1,2,12,3,45000,2
34,1,1,2,3,39,2,1,1,2,1,57,0,6,0,0,10000,0,2,2,0,0,5,2,12,3,31944,2
36,2,1,2,5,36,2,2,2,1,1,57,0,4,1,11,0,0,2,2,0,0,5,2,12,3,31944,2
29,1,1,2,5,39,2,2,2,1,1,57,0,1,1,3,40026,22026,4,2,0,0,1,2,12,3,40026,2
37,2,1,1,7,32,2,2,2,2,5,303,22,1,1,1,0,0,1,2,0,0,5,2,12,3,0,2
33,1,1,2,7,39,2,1,4,1,1,57,0,7,0,0,0,0,1,2,0,0,1,2,12,3,0,2
31,2,2,2,7,40,2,2,2,1,1,57,0,7,0,0,4800,0,1,2,0,0,1,2,12,3,4800,1
24,2,2,2,1,40,2,2,2,1,1,57,0,1,1,9,3000,0,1,2,0,0,1,2,12,3,5001,2
26,1,2,2,1,39,2,2,1,1,1,57,0,1,6,11,2001,0,1,2,0,0,2,2,12,3,5001,2
30,1,1,2,7,42,2,2,4,1,1,57,0,1,1,5,15002,3002,2,2,0,0,1,2,12,3,15002,2
35,2,2,2,7,41,1,2,1,2,1,57,0,1,1,10,31000,12000,1,2,0,0,1,2,12,3,31000,2
27,2,1,2,1,42,1,1,2,1,1,57,0,1,1,10,24471,27352,4,2,0,0,1,2,12,3,51352,2
28,1,1,2,1,41,2,2,2,1,1,57,0,1,1,9,26881,0,4,2,0,0,2,2,12,3,51352,2
24,2,1,1,7,39,2,2,3,2,1,57,0,1,1,8,18000,6000,3,2,0,0,1,2,12,3,18000,2
24,1,4,2,7,43,1,2,2,1,1,57,0,1,1,10,35000,23000,4,2,0,0,5,1,12,3,173800,2
38,1,1,2,7,36,2,2,3,1,1,57,0,7,0,0,0,0,4,2,0,0,5,1,12,3,25259,2
36,2,2,2,7,39,2,2,2,1,1,57,0,6,0,0,10703,0,1,2,0,0,1,1,12,3,10703,2
32,1,2,2,1,39,2,2,3,1,5,333,25,7,0,0,0,51905,4,1,2,0,1,1,12,3,75905,2
28,2,2,2,1,43,1,2,4,1,1,57,0,1,3,10,75905,0,4,2,0,0,2,1,12,3,75905,2
35,1,2,2,7,39,2,1,3,1,1,57,0,6,0,0,14845,0,2,2,0,0,1,1,12,3,14845,2
30,2,2,2,6,39,2,2,3,2,1,57,0,7,0,0,1,0,1,2,0,0,1,1,12,3,1,2
26,1,1,2,1,42,2,2,1,1,1,57,0,1,3,13,50000,71000,4,2,0,0,1,1,12,3,95000,2
25,2,1,2,1,42,2,2,1,1,1,57,0,1,1,10,45000,0,4,2,0,0,2,1,12,3,95000,2
31,2,1,2,7,43,2,2,1,1,1,57,0,1,1,8,30000,14665,4,2,0,0,1,1,12,3,70000,2
38,1,2,2,1,44,1,2,3,2,4,332,17,1,1,9,6000,2000,4,2,0,0,1,1,12,3,26000,2
25,1,1,1,7,38,2,2,1,2,1,57,0,1,1,11,6000,0,1,2,0,0,1,1,12,3,6960,2
36,2,1,2,1,40,2,2,3,1,1,57,0,1,4,13,45200,66406,4,2,0,0,1,1,12,3,90406,2
34,1,4,1,1,43,2,2,2,1,1,57,0,1,1,9,45206,0,4,2,0,0,2,1,12,3,90406,2
28,1,1,2,7,43,1,2,1,1,1,57,0,1,1,5,39505,27505,4,2,0,0,1,1,12,3,69510,2
36,1,1,2,1,39,2,1,3,1,1,57,0,5,0,0,11699,0,1,2,0,0,1,1,12,3,13991,2
36,2,1,2,1,39,2,1,3,1,1,57,0,5,0,0,2292,0,1,2,0,0,2,1,12,3,13991,2
27,2,1,1,7,41,1,2,1,1,1,57,0,1,1,10,40020,28020,4,2,0,0,5,1,12,3,73641,2
35,1,1,2,7,40,2,1,5,2,1,57,0,7,0,0,0,0,4,2,0,0,5,1,12,3,152974,2
36,2,1,1,6,39,2,2,2,1,5,303,17,1,1,11,31800,11200,2,2,0,0,1,1,12,3,31800,2
31,1,1,1,1,37,2,2,1,1,2,73,16,1,1,5,18200,0,1,2,0,0,1,1,12,3,18200,2
24,2,1,1,1,37,2,2,1,1,5,327,22,6,0,0,0,0,1,2,0,0,2,1,12,3,18200,2
38,1,1,2,7,39,2,1,3,1,1,57,0,7,0,0,9659,0,4,2,0,0,5,1,12,3,39962,2
26,1,1,1,7,39,2,2,1,1,1,57,0,1,1,6,49800,37800,4,2,0,0,1,1,12,3,49800,2
36,1,1,2,7,42,2,2,3,2,1,57,0,7,0,0,30000,17350,4,2,0,0,1,1,12,3,73520,2
31,1,1,2,7,38,1,2,3,2,1,57,0,7,0,0,27500,15500,4,2,0,0,6,1,12,3,73520,2
30,1,1,2,5,43,1,2,2,1,1,57,0,1,4,13,70156,54976,4,2,0,0,1,1,12,3,70156,2
32,2,2,2,5,42,1,1,4,1,1,57,0,1,1,8,37809,5214,4,2,0,0,1,1,12,3,107810,2
38,2,2,2,1,44,2,2,3,2,5,323,22,2,6,7,0,51000,4,2,0,0,1,1,12,3,76600,2
38,1,1,1,1,39,2,2,3,2,5,303,21,1,1,3,56750,32750,4,2,0,0,1,1,12,3,56750,2
31,2,1,1,1,39,2,2,3,2,1,57,0,7,0,0,0,0,4,2,0,0,2,1,12,3,56750,2
37,1,1,2,5,43,1,2,2,1,1,57,0,1,1,8,48000,30000,4,2,0,0,1,1,12,3,69000,2
24,1,1,2,7,39,2,2,2,1,1,57,0,2,1,8,33600,22100,4,2,0,0,1,1,12,3,33600,2
25,1,1,2,7,39,2,2,1,1,1,57,0,1,1,9,50000,38000,4,2,0,0,5,1,12,3,106000,2
34,1,1,2,7,42,1,2,3,1,1,57,0,1,6,8,29000,7500,4,2,0,0,1,1,12,3,29000,1
31,2,1,1,1,41,2,2,4,1,4,303,20,1,1,9,48300,83575,4,2,0,0,1,1,12,3,132575,2
36,1,1,1,1,41,2,2,3,1,5,303,21,1,1,4,59275,0,4,2,0,0,2,1,12,3,132575,2
30,2,1,2,7,43,2,2,1,1,1,57,0,1,1,7,101322,76002,4,2,0,0,1,1,12,3,101322,2
34,1,1,2,5,43,1,2,2,1,1,57,0,1,4,13,70156,53133,4,2,0,0,1,1,12,3,70156,2
26,1,1,2,7,39,2,2,4,1,1,57,0,1,6,9,1005,0,1,2,0,0,1,1,12,3,12165,2
31,2,1,1,1,36,2,1,4,1,1,57,0,7,0,0,1201,0,1,2,0,0,1,1,12,3,16502,2
29,1,1,1,1,40,2,2,1,1,4,303,15,2,1,9,50001,51011,4,2,0,0,1,1,12,3,75011,2
26,2,1,1,1,39,2,2,1,1,5,303,25,7,0,0,25010,0,4,2,0,0,2,1,12,3,75011,2
31,2,1,1,7,41,1,2,1,1,4,327,23,1,1,5,15000,3000,2,2,0,0,1,1,12,3,45000,2
29,1,2,2,1,39,2,2,3,1,1,57,0,5,0,0,38701,277,4,2,0,0,1,1,12,3,48901,2
31,2,4,2,1,39,2,2,3,1,4,249,15,5,0,0,10200,0,4,2,0,0,2,1,12,3,48901,2
37,2,1,2,1,43,2,2,2,2,1,57,0,7,0,0,0,0,4,2,0,0,2,1,12,3,48000,2
37,1,1,1,7,39,2,2,2,2,1,57,0,2,5,3,3000,0,4,2,0,0,1,1,12,3,46201,2
26,2,1,2,7,39,1,2,3,2,1,57,0,7,0,0,0,0,1,2,0,0,1,1,12,3,0,2
34,2,1,2,6,42,2,2,2,1,1,57,0,1,1,8,37400,17000,4,2,0,0,1,1,12,3,47400,2
31,1,1,2,7,40,2,2,2,2,1,57,0,7,0,0,0,0,4,2,0,0,5,1,12,3,80000,2
33,1,1,2,7,39,2,2,3,1,1,57,0,1,1,5,40001,28001,4,2,0,0,1,1,12,3,40001,2
30,1,1,2,7,43,2,2,3,2,1,57,0,1,4,13,50030,38030,4,2,0,0,1,1,12,3,59691,2
25,1,1,1,7,39,2,2,3,2,2,73,25,1,1,9,21000,9000,4,2,0,0,1,1,12,3,33000,2
27,1,1,1,7,39,2,2,3,2,2,73,25,1,1,12,12000,0,4,2,0,0,6,1,12,3,33000,2
32,2,1,2,7,44,2,2,2,1,1,57,0,1,3,10,43010,31010,4,2,0,0,1,1,12,3,43010,2
23,1,1,2,7,40,2,2,1,1,1,57,0,7,0,0,6825,0,1,2,0,0,1,1,12,3,6825,1
37,2,1,2,1,44,2,2,3,1,1,57,0,7,0,0,752,35457,4,2,0,0,1,1,12,3,59457,2
36,1,1,2,1,43,2,2,3,1,1,57,0,2,1,5,58705,0,4,2,0,0,2,1,12,3,59457,2
33,2,1,2,1,39,2,2,3,1,1,57,0,7,0,0,0,0,2,2,0,0,2,1,12,3,28000,2
36,2,1,2,1,44,2,2,3,1,4,449,16,1,1,10,55000,0,4,2,0,0,2,1,12,3,129000,2
28,1,1,2,1,43,1,2,2,1,1,57,0,1,1,6,82056,113220,4,2,0,0,1,1,12,3,137220,2
30,2,1,2,1,44,2,2,2,1,1,57,0,1,1,10,55164,0,4,2,0,0,2,1,12,3,137220,2
30,1,1,2,1,40,1,2,2,1,1,57,0,1,4,13,150000,155739,4,2,0,0,1,1,12,3,190000,2
29,2,1,2,1,40,2,2,2,1,1,57,0,1,6,12,40000,0,4,2,0,0,2,1,12,3,190000,2
32,1,1,1,7,39,2,2,2,1,4,303,14,1,1,3,50000,38000,4,2,0,0,6,1,12,3,190279,2
32,2,1,2,7,40,1,2,3,2,1,57,0,7,0,0,0,0,4,2,0,0,5,1,12,3,190279,2
34,1,1,2,3,39,2,2,4,2,1,57,0,7,0,0,0,0,4,2,0,0,6,1,12,3,23557,2
29,1,4,2,7,43,1,2,3,1,1,57,0,1,4,10,36240,24240,4,2,0,0,5,1,12,3,149272,2
23,1,4,2,7,43,2,2,3,1,1,57,0,1,5,9,32006,20006,4,2,0,0,5,1,12,3,149272,2
24,1,1,2,1,39,2,2,3,1,1,57,0,5,0,0,29021,0,4,2,0,0,2,1,12,3,41981,2
25,1,1,2,1,39,2,2,1,1,1,57,0,1,1,3,70000,51000,4,2,0,0,1,1,12,3,80000,2
23,2,1,1,1,39,2,2,1,1,1,57,0,1,1,11,10000,0,4,2,0,0,2,1,12,3,80000,2
36,2,1,1,7,37,2,2,3,1,1,57,0,4,1,11,13300,0,1,2,0,0,1,1,12,3,13300,2
33,2,1,1,1,42,2,2,3,1,2,73,25,7,0,0,0,0,1,2,0,0,1,1,12,3,5100,2
28,2,1,1,1,43,2,2,3,1,2,73,25,7,0,0,0,0,1,2,0,0,1,1,12,3,18000,2
34,1,2,1,1,41,2,2,4,1,2,73,25,1,1,11,18000,0,1,2,0,0,2,1,12,3,18000,2
34,2,1,2,7,39,2,2,3,1,1,57,0,1,1,11,24900,6900,3,2,0,0,1,1,12,3,24900,2
24,2,1,2,7,39,2,2,5,1,1,57,0,1,1,5,14040,2040,4,2,0,0,1,1,12,3,82748,2
38,2,1,2,1,39,2,2,3,1,1,57,0,1,1,4,10000,0,4,2,0,0,2,1,12,3,85000,2
31,1,1,2,7,42,2,2,3,1,1,57,0,1,5,9,40056,28056,4,2,0,0,1,1,12,3,73956,2
24,1,2,2,7,40,2,2,3,1,1,57,0,7,0,0,35000,23000,4,2,0,0,5,1,12,3,113656,2
34,1,1,2,7,39,2,2,2,1,1,57,0,1,1,3,50000,38000,4,2,0,0,5,1,12,3,106503,2
34,2,1,2,7,40,2,2,3,1,1,57,0,1,1,8,55059,37059,4,2,0,0,1,1,12,3,111274,2
23,2,1,2,7,39,2,2,1,1,1,57,0,1,1,11,25000,7000,2,2,0,0,1,1,12,3,59000,2
33,1,2,2,5,42,2,1,3,1,1,57,0,1,1,6,19570,7570,3,1,1,12000,1,1,12,3,19570,2
28,1,2,2,7,39,2,2,2,1,1,57,0,1,3,13,60002,48002,4,2,0,0,1,1,12,3,105003,2
27,2,1,2,7,43,2,2,4,1,1,57,0,7,0,0,5000,0,1,2,0,0,1,1,12,3,5000,2
24,1,1,2,1,43,2,2,2,1,1,57,0,7,0,0,0,0,1,2,0,0,1,1,12,3,0,2
23,2,1,2,1,43,1,2,2,1,1,57,0,7,0,0,0,0,1,2,0,0,2,1,12,3,0,2
36,2,2,1,1,42,2,2,2,1,2,73,23,7,0,0,2,51042,4,2,0,0,1,1,12,3,94442,2
34,1,2,2,1,42,2,2,2,1,2,73,23,1,6,6,94440,0,4,2,0,0,2,1,12,3,94442,2
36,2,1,1,7,33,2,2,3,1,5,303,18,1,1,1,18000,0,1,2,0,0,1,1,12,3,36000,2
28,1,6,2,7,40,2,2,1,1,1,57,0,1,1,8,45000,33000,4,2,0,0,1,1,12,3,45000,2
37,2,1,2,1,43,1,2,1,1,1,57,0,1,1,6,50000,86000,4,2,0,0,1,1,12,3,110600,2
38,2,1,2,1,46,1,2,2,1,1,57,0,1,2,10,112300,144150,4,2,0,0,1,1,12,3,168300,2
37,1,1,2,1,44,1,2,1,1,1,57,0,1,4,10,56000,0,4,2,0,0,2,1,12,3,168300,2
34,1,4,2,1,44,2,2,2,1,5,210,20,1,1,12,140520,173892,4,2,0,0,1,1,12,3,200592,2
34,2,4,2,1,44,2,2,2,1,5,210,21,1,1,4,60072,0,4,2,0,0,2,1,12,3,200592,2
34,2,1,2,1,42,2,1,1,2,1,57,0,7,0,0,0,0,4,2,0,0,2,1,12,3,60000,2
38,1,4,2,1,43,2,2,1,1,1,57,0,1,1,9,83100,0,4,2,0,0,2,1,12,3,231375,2
34,2,1,2,7,42,2,2,3,1,1,57,0,1,1,11,24960,12960,4,2,0,0,6,1,12,3,64240,2
31,2,1,2,2,45,1,2,2,1,1,57,0,4,1,5,40000,0,4,2,0,0,2,1,12,3,77100,2
37,2,1,2,3,43,2,2,3,1,1,57,0,1,1,9,58002,44652,4,2,0,0,1,1,12,3,58002,2
35,1,21,2,1,42,2,2,2,1,1,57,0,1,2,13,60001,96036,4,2,0,0,1,1,12,3,120036,2
33,2,1,2,1,43,1,2,3,1,1,57,0,1,1,10,60035,0,4,2,0,0,2,1,12,3,120036,2
28,1,2,2,7,43,1,2,3,1,1,57,0,1,1,8,75000,59420,4,1,1,1500,5,1,12,3,146001,2
37,1,1,2,7,43,2,2,2,1,1,57,0,1,6,11,103200,65725,4,2,0,0,1,1,12,3,111667,2
26,1,1,1,7,41,1,2,3,2,1,57,0,1,1,4,30000,17960,4,2,0,0,1,1,12,3,70610,2
25,2,1,2,7,39,2,2,3,1,1,57,0,4,1,11,3000,0,4,2,0,0,1,1,12,3,106510,2
23,1,1,2,7,39,2,2,4,2,1,57,0,1,1,6,10500,0,4,2,0,0,6,1,12,3,106510,2
32,2,1,2,7,43,1,2,3,1,1,57,0,1,4,10,40160,21200,4,2,0,0,1,1,12,3,40160,2
35,2,7,2,5,40,2,2,2,1,1,57,0,1,1,5,35164,11000,4,2,0,0,1,1,12,3,85264,2
30,1,4,2,7,44,2,2,1,1,1,57,0,1,1,1,63000,47000,4,2,0,0,1,1,12,3,63000,1
29,1,4,2,1,43,2,2,1,1,5,210,24,1,1,9,70000,46000,4,2,0,0,1,1,12,3,70000,2
28,2,4,2,1,44,2,2,1,1,5,210,25,7,0,0,0,0,4,2,0,0,2,1,12,3,70000,2
25,2,1,1,5,43,2,2,1,1,2,73,15,1,1,9,155603,50472,4,2,0,0,1,1,12,3,155603,2
38,2,1,2,1,44,1,2,3,1,1,57,0,1,4,10,49840,51080,4,2,0,0,1,1,12,3,79880,2
31,2,2,2,1,39,2,1,3,1,1,57,0,7,0,0,23037,0,4,1,2,0,1,1,12,3,38038,2
30,1,2,2,1,36,2,1,3,1,1,57,0,6,0,0,15001,0,4,1,2,0,2,1,12,3,38038,2
27,1,1,2,7,40,1,2,2,1,1,57,0,7,6,5,21000,3000,3,2,0,0,1,1,12,3,33000,2
37,2,2,2,7,39,2,2,4,2,1,57,0,7,0,0,0,0,1,2,0,0,1,1,12,3,0,2
34,1,1,2,7,39,2,2,4,1,1,57,0,6,0,0,5400,0,1,2,0,0,1,1,12,3,5400,2
23,1,1,2,7,39,2,2,1,1,1,57,0,1,1,11,30000,18000,4,2,0,0,1,1,12,3,61000,2
34,2,7,2,7,43,1,2,1,1,1,57,0,1,1,10,68977,41279,4,2,0,0,5,1,12,3,174731,2
27,1,1,2,1,45,1,2,1,1,4,239,19,1,1,10,60000,36000,4,2,0,0,5,1,12,3,119500,2
28,2,1,2,1,41,2,2,1,1,1,57,0,7,0,0,52003,108005,4,2,0,0,1,1,12,3,132005,2
34,1,1,1,1,41,2,2,1,1,1,57,0,1,1,8,80002,0,4,2,0,0,2,1,12,3,132005,2
24,2,2,2,1,43,2,2,4,1,1,57,0,1,3,13,57200,26000,4,2,0,0,1,1,12,3,57200,2
30,1,2,2,1,43,2,2,3,1,1,57,0,1,1,6,0,0,4,2,0,0,2,1,12,3,57200,2
29,2,2,2,7,43,2,2,3,1,1,57,0,1,1,10,12000,0,1,2,0,0,1,1,12,3,12000,2
37,2,2,2,1,43,1,2,3,1,1,57,0,1,1,9,24000,31000,4,2,0,0,1,1,12,3,55000,2
