age,gender,race,span_hisp_latin,marital_status,education_level,active_certification_license,disability,health_status,insurance_coverage_flag,citizenship,birth_country,immigration_period,employed_or_not,worker_class,industry,total_income,taxable_income,poverty_category,child_outside_household,child_support_flag,annual_child_support,household_status,metropolitan_status,state,region,household_income,financial_assistance_flag
24,1,1,2,7,43,2,2,3,1,1,57,0,2,1,4,30420,18470,4,2,0,0,1,1,50,1,185800,2
38,1,1,2,1,46,1,2,1,1,1,57,0,1,1,10,311576,318482,4,2,0,0,1,1,50,1,370152,2
31,2,1,2,1,45,1,2,2,1,1,57,0,1,1,9,139014,115014,4,2,0,0,1,1,50,1,139014,2
33,1,1,2,1,43,2,2,2,1,1,57,0,7,0,0,0,0,4,2,0,0,2,1,50,1,139014,2
29,1,1,2,7,42,2,2,3,1,1,57,0,1,1,8,48310,36053,4,2,0,0,1,1,50,1,48310,2
34,2,1,2,7,39,2,2,5,1,1,57,0,7,0,0,16152,0,1,2,0,0,1,1,50,1,16152,2
31,2,1,2,1,43,2,2,5,1,1,57,0,7,0,0,0,0,4,2,0,0,2,1,50,1,30001,2
36,2,1,2,1,40,1,2,3,1,1,57,0,1,1,10,19400,39900,4,2,0,0,1,1,50,1,63900,2
38,1,1,2,1,40,1,2,3,1,1,57,0,1,1,3,44500,0,4,2,0,0,2,1,50,1,63900,2
38,1,1,2,4,41,1,2,1,1,1,57,0,1,4,13,70070,56570,4,2,0,0,1,1,50,1,70070,2
27,1,1,2,7,43,1,2,3,1,1,57,0,1,1,4,47007,35007,4,2,0,0,1,1,50,1,161211,2
31,2,1,2,7,42,2,2,2,1,1,57,0,1,1,10,12000,0,4,2,0,0,5,1,50,1,141497,2
35,1,1,2,7,40,2,2,1,1,1,57,0,1,6,9,29600,12950,4,2,0,0,5,1,50,1,232670,2
31,1,2,2,7,39,2,2,2,1,5,448,24,1,1,10,25023,7023,3,2,0,0,1,1,50,1,63527,2
32,1,1,2,7,39,2,1,1,1,1,57,0,4,1,4,19547,0,4,2,0,0,5,1,50,1,73200,2
34,2,1,2,5,40,2,2,1,1,1,57,0,1,1,12,5246,0,4,2,0,0,5,1,50,1,73200,2
32,2,6,1,7,43,2,2,1,1,1,57,0,7,0,0,0,0,1,2,0,0,1,1,50,1,0,2
35,1,2,2,3,43,2,2,2,1,5,462,21,1,1,4,57951,40951,4,1,2,0,1,1,50,1,108036,2
23,1,1,2,7,43,2,2,3,1,1,57,0,1,1,9,72000,60000,4,2,0,0,1,1,50,1,72000,2
24,1,1,2,7,39,2,2,4,2,1,57,0,1,1,10,0,0,1,2,0,0,1,1,50,1,74014,2
23,1,1,2,7,39,2,1,2,1,1,57,0,2,1,5,22000,10000,4,2,0,0,5,1,50,1,228850,2
36,2,1,2,7,44,1,2,3,1,1,57,0,1,4,10,91805,76436,4,2,0,0,1,1,50,1,122726,2
24,1,1,2,7,40,2,2,1,1,1,57,0,1,1,11,16009,0,4,2,0,0,5,1,50,1,170690,2
38,2,1,2,1,43,1,2,1,1,1,57,0,1,4,10,43813,0,4,2,0,0,2,1,50,1,141221,2
37,2,1,2,1,42,2,2,3,1,1,57,0,1,1,10,110000,169832,4,2,0,0,1,1,50,1,200072,2
33,2,2,2,1,44,1,2,3,2,4,462,20,1,3,10,57491,66491,4,2,0,0,1,1,50,1,100691,2
37,1,2,2,1,42,2,2,4,2,4,462,9,1,3,13,43200,0,4,1,1,3600,2,1,50,1,100691,2
23,1,1,2,7,40,2,2,3,1,1,57,0,2,1,11,28000,0,4,2,0,0,1,1,50,1,28000,2
24,2,1,2,1,43,1,2,2,1,1,57,0,1,1,10,47135,22812,4,2,0,0,1,1,50,1,47197,2
31,1,1,2,7,43,2,2,3,1,1,57,0,1,1,4,65214,51339,4,2,0,0,1,1,50,1,65214,2
24,1,1,2,7,43,2,2,1,1,1,57,0,1,3,10,54002,12002,4,2,0,0,1,1,50,1,106079,2
34,2,1,2,1,43,2,2,4,1,1,57,0,1,1,5,45002,21003,4,2,0,0,1,1,50,1,45003,2
38,1,1,2,1,43,2,2,2,1,1,57,0,1,1,7,151051,159291,4,2,0,0,1,1,50,1,201201,2
34,2,1,2,1,43,1,2,2,1,1,57,0,1,1,10,50150,0,4,2,0,0,2,1,50,1,201201,2
27,1,1,2,7,42,2,2,4,1,1,57,0,1,1,5,30000,18000,4,2,0,0,1,1,50,1,30000,2
29,1,1,2,1,45,1,2,1,1,3,139,12,1,1,10,65002,106004,4,2,0,0,1,1,50,1,130004,2
29,2,1,2,1,46,1,2,1,1,1,57,0,1,1,10,65002,0,4,2,0,0,2,1,50,1,130004,2
33,1,1,2,5,39,2,2,3,1,1,57,0,7,0,0,12009,9,4,2,0,0,5,1,50,1,221739,2
35,2,1,2,1,43,2,2,1,1,1,57,0,1,6,10,3978,0,1,2,0,0,1,1,50,1,13978,2
35,1,1,2,1,38,2,2,1,1,5,362,19,1,1,11,10000,0,1,2,0,0,2,1,50,1,13978,2
26,2,3,2,7,43,2,2,4,1,1,57,0,1,1,11,32008,20008,4,2,0,0,1,1,50,1,72008,2
31,2,1,2,1,39,2,2,2,1,3,110,11,1,1,5,35000,57001,4,2,0,0,1,1,50,1,347406,2
27,2,1,2,1,43,2,2,2,1,1,57,0,1,3,10,46001,0,4,2,0,0,2,1,50,1,347406,2
31,2,1,2,7,43,2,2,2,1,3,110,11,1,1,5,56200,44200,4,2,0,0,6,1,50,1,347406,2
34,2,1,2,1,40,2,2,1,1,1,57,0,7,0,0,0,86390,4,2,0,0,1,1,50,1,126807,2
35,1,1,2,1,44,2,2,1,1,1,57,0,1,1,9,126807,0,4,2,0,0,2,1,50,1,126807,2
34,2,1,2,7,40,2,2,3,1,1,57,0,1,1,10,43000,31000,4,2,0,0,1,1,50,1,118002,2
23,2,1,2,7,43,2,2,1,1,1,57,0,7,0,0,0,0,4,2,0,0,5,1,50,1,118002,2
23,2,1,2,7,43,2,2,1,1,1,57,0,7,0,0,25000,13000,4,2,0,0,5,1,50,1,118002,2
23,2,1,2,7,43,2,2,1,1,1,57,0,7,0,0,0,0,4,2,0,0,5,1,50,1,118002,2
31,1,1,2,7,44,2,2,2,1,1,57,0,2,1,9,44000,32000,4,2,0,0,1,1,50,1,44000,2
35,1,1,2,5,39,2,2,1,2,1,57,0,1,1,10,0,0,2,2,0,0,1,1,50,1,65486,2
24,2,1,1,7,43,2,2,4,2,1,57,0,7,0,0,0,0,1,2,0,0,1,1,50,1,0,2
37,1,1,2,1,44,2,2,1,1,1,57,0,1,1,7,714600,798430,4,2,0,0,1,1,50,1,850100,2
34,1,1,2,1,43,2,2,1,1,1,57,0,1,1,5,300007,322212,4,2,0,0,1,1,50,1,365012,2
31,2,1,2,1,43,2,2,1,1,1,57,0,1,1,5,65005,0,4,2,0,0,2,1,50,1,365012,2
27,1,1,2,1,42,1,2,1,2,1,57,0,1,3,13,82020,52801,4,2,0,0,1,1,50,1,82020,2
27,2,1,2,1,40,2,2,1,2,1,57,0,7,0,0,0,0,4,2,0,0,2,1,50,1,82020,2
38,2,1,2,3,44,2,2,1,1,5,229,22,1,5,9,70050,48515,4,2,0,0,1,1,50,1,120061,2
33,2,1,2,3,42,2,2,1,1,5,229,22,1,1,10,50011,35688,4,2,0,0,5,1,50,1,120061,2
28,2,1,2,1,43,2,2,2,2,5,162,25,7,0,0,0,0,1,2,0,0,1,1,50,1,0,2
29,1,1,2,1,43,2,2,2,2,5,162,25,1,1,7,0,0,1,2,0,0,2,1,50,1,0,2
25,1,1,2,7,46,2,2,1,1,1,57,0,1,1,4,22001,10001,4,2,0,0,5,1,50,1,76011,2
25,1,4,2,1,43,2,2,1,1,1,57,0,1,1,10,67615,85416,4,2,0,0,1,1,50,1,109416,2
24,2,4,2,1,42,2,2,3,1,4,229,21,7,0,0,41801,0,4,2,0,0,2,1,50,1,109416,2
24,1,1,2,1,45,1,2,1,1,3,103,14,1,3,13,59273,35123,4,2,0,0,1,1,50,1,59523,1
23,2,2,2,1,43,2,2,1,1,1,57,0,7,0,0,250,0,4,2,0,0,2,1,50,1,59523,1
36,1,1,2,7,40,2,2,3,1,1,57,0,1,1,11,51000,39000,4,2,0,0,1,1,50,1,93000,2
38,1,1,2,1,40,2,2,3,1,1,57,0,1,4,13,30020,246062,4,2,0,0,1,1,50,1,270062,2
38,2,1,2,1,43,2,2,2,1,1,57,0,1,1,9,240042,0,4,2,0,0,2,1,50,1,270062,2
33,2,1,2,5,42,2,2,2,1,1,57,0,7,0,0,23176,0,2,2,0,0,1,1,50,1,23176,1
38,2,1,2,1,42,2,2,4,1,1,57,0,1,1,9,55150,0,4,2,0,0,2,1,50,1,100150,2
36,2,1,2,1,46,1,2,3,1,1,57,0,1,1,10,90000,0,4,1,2,0,2,1,50,1,159001,2
38,2,4,2,7,44,2,2,3,1,1,57,0,1,3,10,85500,69700,4,2,0,0,1,1,50,1,85500,2
36,1,1,2,1,43,2,2,2,1,1,57,0,1,1,7,175120,163420,4,2,0,0,1,1,50,1,187420,2
38,2,1,2,1,43,2,2,2,1,1,57,0,1,5,5,12300,0,4,2,0,0,2,1,50,1,187420,2
36,1,1,2,1,40,2,2,1,1,4,100,16,1,1,11,118100,130208,4,2,0,0,1,1,50,1,154208,2
35,2,1,2,1,44,2,2,1,1,4,100,15,1,1,10,36108,0,4,2,0,0,2,1,50,1,154208,2
36,2,1,2,6,43,2,2,1,1,1,57,0,1,1,7,102757,82057,4,1,1,6860,1,1,50,1,102757,2
38,2,1,2,1,44,1,2,1,1,1,57,0,1,1,10,55077,147077,4,2,0,0,1,1,50,1,165077,2
32,2,1,2,1,44,2,2,1,1,1,57,0,1,1,9,110000,0,4,2,0,0,2,1,50,1,165077,2
29,2,4,2,1,36,2,2,2,1,4,203,25,1,1,10,131462,146462,4,2,0,0,1,1,50,1,209648,2
23,1,4,2,1,38,2,2,2,1,5,229,24,1,1,4,39000,0,4,2,0,0,2,1,50,1,209648,2
34,2,4,2,7,31,2,1,4,1,4,203,25,6,0,0,8000,0,4,2,0,0,6,1,50,1,209648,2
32,2,4,2,1,43,2,2,2,1,1,57,0,1,1,5,70000,122263,4,2,0,0,1,1,50,1,145680,2
32,1,1,2,1,43,2,2,2,1,1,57,0,1,1,4,75680,0,4,2,0,0,2,1,50,1,145680,2
35,1,1,2,1,44,2,2,2,1,1,57,0,1,1,9,59150,91651,4,2,0,0,1,1,50,1,115651,2
32,2,1,2,1,43,2,2,2,1,1,57,0,1,1,4,56501,0,4,2,0,0,2,1,50,1,115651,2
34,1,1,2,1,44,2,2,1,1,1,57,0,1,1,9,81050,65250,4,2,0,0,1,1,50,1,89250,2
33,2,1,2,1,43,1,2,1,1,1,57,0,1,1,5,8200,0,4,2,0,0,2,1,50,1,89250,2
37,2,1,2,1,40,2,2,2,1,1,57,0,1,1,5,32010,140615,4,2,0,0,1,1,50,1,164615,2
37,2,1,2,1,44,1,2,3,1,1,57,0,1,4,10,74008,96108,4,2,0,0,1,1,50,1,120114,2
38,1,1,2,5,39,2,2,3,1,1,57,0,1,6,12,40000,20139,4,2,0,0,1,1,50,1,70005,2
36,2,1,2,7,39,2,2,5,1,1,57,0,1,1,5,28001,13001,4,1,2,0,5,1,50,1,45001,2
36,1,1,2,1,42,2,2,2,2,1,57,0,1,1,5,38001,40302,4,2,0,0,1,1,50,1,73506,2
32,2,1,2,1,40,2,2,2,2,1,57,0,1,1,11,35505,0,4,2,0,0,2,1,50,1,73506,2
27,2,1,2,7,42,2,2,5,1,1,57,0,1,1,10,20502,8502,4,2,0,0,5,1,50,1,171028,2
29,2,4,2,7,39,2,2,2,1,4,207,25,1,1,11,25002,7002,2,2,0,0,1,1,50,1,90003,2
24,2,4,2,7,44,2,1,2,1,4,236,21,7,0,0,10001,0,4,2,0,0,5,1,50,1,64721,2
34,2,1,2,1,43,2,2,2,1,1,57,0,7,0,0,0,74525,4,2,0,0,1,1,50,1,98525,2
34,1,1,2,1,43,2,2,2,1,1,57,0,1,2,13,98525,0,4,2,0,0,2,1,50,1,98525,2
35,1,1,2,1,43,2,2,1,1,1,57,0,1,1,5,64782,133797,4,2,0,0,1,1,50,1,157797,2
35,2,1,2,1,44,1,2,1,1,1,57,0,1,4,10,93015,0,4,2,0,0,2,1,50,1,157797,2
36,1,7,2,7,39,2,2,3,1,1,57,0,1,1,1,15000,3000,4,2,0,0,5,1,50,1,125753,2
31,2,1,2,6,43,2,2,2,1,1,57,0,1,1,10,32405,12005,4,2,0,0,1,1,50,1,32405,2
24,2,1,2,7,43,2,2,2,1,1,57,0,1,1,5,32000,0,4,2,0,0,5,1,50,1,153355,2
28,1,1,2,7,39,2,1,4,2,1,57,0,6,0,0,9684,0,1,2,0,0,1,1,50,1,9684,2
34,2,1,2,1,39,2,2,2,1,1,57,0,7,0,0,2,44006,4,2,0,0,1,1,50,1,68006,2
37,1,1,2,1,40,1,1,3,1,1,57,0,1,2,13,68004,0,4,2,0,0,2,1,50,1,68006,2
29,2,1,2,1,40,2,2,1,1,1,57,0,1,1,1,0,29000,4,2,0,0,1,1,50,1,53000,2
32,1,1,2,1,39,2,2,1,1,1,57,0,1,1,1,53000,0,4,2,0,0,2,1,50,1,53000,2
37,2,1,2,1,42,1,2,2,1,1,57,0,1,1,10,25000,31000,4,2,0,0,5,1,50,1,107674,2
32,2,4,2,1,43,2,2,1,2,1,57,0,7,0,0,18002,8002,4,2,0,0,1,1,50,1,32002,2
34,1,4,2,1,43,2,2,1,2,4,210,24,1,1,5,14000,0,4,2,0,0,2,1,50,1,32002,2
38,1,1,2,1,42,2,2,1,1,1,57,0,1,2,13,89002,100207,4,2,0,0,1,1,50,1,124207,2
38,2,1,2,1,40,1,2,1,1,1,57,0,1,1,8,35205,0,4,2,0,0,2,1,50,1,124207,2
35,2,1,2,1,41,2,2,3,1,1,57,0,1,1,3,20000,0,4,2,0,0,2,1,50,1,72000,2
32,2,1,2,7,40,2,2,3,1,1,57,0,1,1,4,32001,14001,4,2,0,0,1,1,50,1,72002,2
36,1,1,2,1,43,2,2,3,1,1,57,0,1,1,4,102436,81437,4,2,0,0,1,1,50,1,105437,2
36,2,1,2,1,42,2,2,3,1,1,57,0,7,1,9,3001,0,4,2,0,0,2,1,50,1,105437,2
36,1,1,2,5,39,2,2,2,1,1,57,0,1,1,3,25000,7000,2,2,0,0,1,1,50,1,28001,2
36,2,1,2,1,42,2,2,1,1,1,57,0,1,4,10,12384,93761,4,2,0,0,1,1,50,1,117761,2
38,1,1,2,1,42,2,2,1,1,1,57,0,1,2,13,105377,0,4,2,0,0,2,1,50,1,117761,2
33,2,1,2,5,42,2,2,1,1,1,57,0,1,1,4,56435,38439,4,2,0,0,1,1,50,1,56435,2
32,1,1,2,1,43,2,2,2,1,1,57,0,1,1,9,98111,172111,4,2,0,0,1,1,50,1,196111,2
28,2,1,2,1,40,2,2,2,1,1,57,0,7,0,0,98000,0,4,2,0,0,2,1,50,1,196111,2
30,1,1,2,7,39,2,2,3,1,1,57,0,7,0,0,14400,2400,4,2,0,0,1,1,50,1,41400,2
25,2,1,2,7,43,1,2,1,1,1,57,0,1,1,10,58050,46050,4,2,0,0,1,1,50,1,129075,2
31,1,1,2,7,43,2,2,3,1,1,57,0,1,1,10,39025,26725,4,2,0,0,6,1,50,1,129075,2
34,1,1,2,1,39,2,2,1,1,1,57,0,1,4,3,31200,52822,4,2,0,0,1,1,50,1,82050,2
33,2,1,2,1,43,1,2,1,1,1,57,0,1,1,5,50850,0,4,2,0,0,2,1,50,1,82050,2
31,2,2,2,1,41,2,2,1,1,1,57,0,1,1,12,12000,0,4,2,0,0,2,3,25,1,42000,2
30,2,1,2,7,43,2,2,1,1,1,57,0,1,4,10,18643,5497,3,2,0,0,1,3,25,1,18643,1
36,1,1,2,1,40,2,2,1,1,1,57,0,1,6,3,27208,56975,4,2,0,0,1,3,25,1,87388,2
31,2,1,2,1,44,1,2,2,1,1,57,0,1,3,10,60180,0,4,2,0,0,2,3,25,1,87388,2
33,2,1,2,1,44,1,2,2,1,1,57,0,1,4,10,40500,82515,4,2,0,0,1,3,25,1,106515,2
33,1,1,2,1,39,2,2,2,1,1,57,0,1,1,4,66015,0,4,2,0,0,2,3,25,1,106515,2
31,2,1,2,7,44,2,2,2,1,1,57,0,1,4,7,121094,109094,4,2,0,0,1,3,25,1,121094,2
27,1,1,2,1,43,1,2,1,1,1,57,0,1,1,10,12001,15002,4,2,0,0,1,3,25,1,39002,2
25,2,1,2,1,39,2,2,2,1,1,57,0,1,1,5,27001,0,4,2,0,0,2,3,25,1,39002,2
36,2,1,2,1,43,2,2,3,1,1,57,0,7,0,0,10314,146901,4,2,0,0,1,3,25,1,253322,2
23,1,6,2,7,39,2,2,2,1,1,57,0,1,1,5,10000,0,4,2,0,0,5,3,25,1,49032,2
29,2,1,2,5,40,1,2,2,1,1,57,0,1,4,6,30001,12001,4,2,0,0,1,3,25,1,30001,2
34,2,1,2,7,40,1,2,2,1,1,57,0,1,1,10,38016,26016,4,2,0,0,1,3,25,1,38016,2
34,2,1,2,7,43,2,2,2,1,1,57,0,1,1,11,171257,151514,4,2,0,0,1,3,25,1,171257,2
27,1,1,1,7,39,2,2,2,1,1,57,0,1,1,9,30120,17120,4,2,0,0,1,3,25,1,56120,2
28,1,1,1,7,39,2,2,2,1,1,57,0,1,1,9,26000,14000,4,1,1,8000,6,3,25,1,56120,2
34,1,1,2,7,41,2,2,4,1,1,57,0,7,0,0,3000,0,3,2,0,0,5,1,25,1,27230,2
27,2,2,2,1,41,1,2,1,1,1,57,0,1,1,10,31005,40610,4,2,0,0,1,1,25,1,64610,2
28,1,1,1,1,39,2,2,2,2,1,57,0,1,1,3,33605,0,4,2,0,0,2,1,25,1,64610,2
25,1,1,2,7,43,1,2,1,1,1,57,0,1,1,9,50001,38001,4,2,0,0,5,1,25,1,188701,2
37,1,2,2,1,39,2,2,2,1,5,333,22,1,1,9,60000,96000,4,1,1,6610,1,1,25,1,120000,2
34,1,2,2,1,39,2,2,2,1,5,333,22,1,1,9,60000,0,4,2,0,0,2,1,25,1,120000,2
24,2,1,2,7,43,2,2,1,1,1,57,0,1,1,11,10,0,4,2,0,0,5,1,25,1,205240,2
27,1,1,2,5,39,2,2,3,1,5,362,17,7,0,0,0,0,4,2,0,0,5,1,25,1,74201,2
30,1,1,1,3,40,2,2,2,1,5,329,22,1,1,5,18000,6000,4,2,0,0,5,1,25,1,105511,2
28,2,1,1,3,39,2,2,1,1,5,329,22,1,1,5,35000,17000,4,2,0,0,5,1,25,1,105511,2
31,1,1,2,7,39,2,1,3,1,1,57,0,1,1,5,30650,18650,4,2,0,0,5,1,25,1,239003,2
28,1,1,2,7,39,2,2,2,1,1,57,0,1,1,9,12000,0,4,2,0,0,5,1,25,1,239003,2
33,1,1,2,1,43,2,2,2,1,1,57,0,1,1,9,16000,9200,4,2,0,0,5,1,25,1,239003,2
33,2,1,1,1,43,2,2,2,1,1,57,0,1,1,5,17200,0,4,2,0,0,6,1,25,1,239003,2
35,1,1,2,7,43,2,2,2,1,1,57,0,1,1,8,66100,54100,4,2,0,0,1,1,25,1,66100,2
28,2,1,2,7,40,2,2,1,1,1,57,0,1,1,5,10000,0,4,2,0,0,5,1,25,1,90400,2
29,2,1,2,7,43,2,2,1,1,1,57,0,1,4,13,150011,138011,4,2,0,0,5,1,25,1,252539,2
33,2,1,2,1,44,2,2,1,1,1,57,0,1,1,8,80001,0,4,2,0,0,2,1,25,1,175101,2
37,2,1,1,1,32,2,2,4,1,5,329,24,2,1,9,18000,0,2,2,0,0,2,1,25,1,28000,2
27,2,1,2,7,44,2,2,1,1,1,57,0,1,4,10,58000,46000,4,2,0,0,5,1,25,1,268000,2
27,2,1,2,7,42,2,2,4,1,1,57,0,1,1,3,56000,38000,4,2,0,0,1,1,25,1,156000,2
29,2,1,1,7,43,2,2,2,1,5,364,23,1,1,11,25000,8000,4,2,0,0,1,1,25,1,56200,2
38,1,1,1,1,39,2,2,2,1,1,57,0,1,1,12,106500,103750,4,2,0,0,6,1,25,1,188952,2
37,2,1,1,1,40,2,2,3,1,1,57,0,7,0,0,21250,0,4,2,0,0,6,1,25,1,188952,2
34,2,1,2,1,44,2,2,1,1,1,57,0,1,1,5,45301,254060,4,2,0,0,1,1,25,1,275560,2
23,2,1,2,7,39,2,2,2,1,1,57,0,1,1,11,26000,14000,4,2,0,0,5,1,25,1,208300,2
24,1,1,2,7,44,2,2,1,1,1,57,0,1,4,10,31800,19800,4,2,0,0,5,1,25,1,115801,2
36,2,4,2,1,39,2,2,1,1,4,233,8,7,0,0,51,113531,4,2,0,0,1,1,25,1,138077,2
36,1,1,1,1,39,2,2,2,2,5,303,16,1,1,12,56500,32500,4,2,0,0,1,1,25,1,56500,2
25,1,8,2,7,40,2,2,2,1,1,57,0,1,1,10,43020,31020,4,2,0,0,1,1,25,1,43020,2
30,1,1,2,1,43,2,2,1,1,1,57,0,1,1,8,175000,198300,4,2,0,0,1,1,25,1,225000,2
31,2,1,2,1,43,2,2,1,1,1,57,0,1,1,8,50000,0,4,2,0,0,2,1,25,1,225000,2
34,2,1,2,1,39,2,2,2,1,5,362,18,1,1,12,31202,37061,4,2,0,0,1,1,25,1,71322,2
37,1,1,2,7,44,2,2,2,1,1,57,0,1,1,5,143155,131155,4,2,0,0,1,1,25,1,143155,2
29,2,1,2,7,40,2,2,5,2,1,57,0,1,1,10,23001,11001,4,2,0,0,1,1,25,1,88001,2
25,2,1,2,7,39,2,2,1,1,1,57,0,1,1,12,15000,3000,4,2,0,0,6,1,25,1,88001,2
32,2,1,2,7,43,2,2,5,2,1,57,0,1,1,3,42000,28451,4,2,0,0,5,1,25,1,119001,2
33,2,1,2,7,43,2,2,2,1,1,57,0,1,1,11,47001,29001,4,2,0,0,5,1,25,1,119001,2
26,2,1,1,3,43,2,2,2,1,5,312,25,1,1,10,129515,113011,4,2,0,0,1,1,25,1,183277,2
32,1,1,1,7,40,2,2,3,1,5,312,25,1,1,9,53762,41762,4,2,0,0,6,1,25,1,183277,2
28,1,1,2,1,43,2,2,1,1,4,362,18,2,1,4,116000,111638,4,2,0,0,1,1,25,1,136000,2
31,2,1,2,1,39,2,2,3,1,5,362,20,2,1,10,20000,0,4,2,0,0,2,1,25,1,136000,2
34,2,1,2,7,44,1,2,2,1,1,57,0,1,1,10,58452,46272,4,2,0,0,1,1,25,1,58452,2
31,2,1,2,1,43,2,2,2,1,1,57,0,1,1,8,42350,74500,4,2,0,0,1,1,25,1,100350,2
35,1,1,2,1,44,1,2,2,1,1,57,0,1,4,10,58000,0,4,2,0,0,2,1,25,1,100350,2
37,2,1,2,1,43,1,2,3,1,1,57,0,1,1,11,30082,86095,4,2,0,0,5,1,25,1,188503,2
35,1,1,1,1,39,2,2,3,1,4,312,18,1,1,6,52000,76000,4,2,0,0,1,1,25,1,100000,2
35,2,1,1,1,40,2,2,3,1,4,329,17,1,1,10,48000,0,4,2,0,0,2,1,25,1,100000,2
37,2,1,2,1,39,2,2,1,1,1,57,0,1,5,12,6812,38700,4,2,0,0,1,1,25,1,116053,2
33,1,1,2,1,39,1,2,1,1,1,57,0,1,5,12,61000,0,4,2,0,0,2,1,25,1,116053,2
34,2,1,1,6,40,2,2,3,1,5,329,24,1,1,5,28000,10000,4,2,0,0,1,1,25,1,28000,2
32,2,1,2,1,43,1,2,1,1,1,57,0,1,1,10,75010,156186,4,2,0,0,1,1,25,1,180186,2
31,1,1,2,1,43,2,2,3,1,1,57,0,1,1,9,105176,0,4,2,0,0,2,1,25,1,180186,2
28,1,1,2,7,43,2,2,2,2,1,57,0,1,1,8,171251,154251,4,2,0,0,1,1,25,1,207271,2
30,1,4,2,7,40,2,2,2,1,1,57,0,4,1,6,500,0,4,2,0,0,5,1,25,1,223629,2
36,2,1,1,5,40,2,2,3,1,4,329,10,1,1,10,70201,39201,4,2,0,0,1,1,25,1,70203,2
34,1,1,1,1,39,2,2,3,1,5,313,17,1,6,9,40000,25409,4,2,0,0,1,1,25,1,60000,2
35,2,1,1,1,39,2,2,3,1,5,313,17,1,6,9,20000,0,4,2,0,0,2,1,25,1,60000,2
38,2,1,1,1,44,2,2,1,1,1,57,0,1,4,10,20005,76010,4,2,0,0,1,1,25,1,100010,2
35,2,1,1,5,40,2,1,2,1,1,57,0,1,1,10,50000,32000,4,2,0,0,1,1,25,1,50000,2
36,2,1,2,7,40,2,2,2,1,1,57,0,1,1,5,26020,8020,4,2,0,0,1,1,25,1,26020,2
33,2,1,1,1,35,2,2,3,1,1,57,0,1,1,10,25000,1000,1,2,0,0,1,1,25,1,25000,2
33,1,1,2,1,34,2,2,2,2,5,313,25,7,0,0,0,0,1,2,0,0,2,1,25,1,25000,2
25,1,1,1,7,39,2,2,1,1,5,329,24,1,1,5,37300,25300,4,2,0,0,5,1,25,1,97105,2
38,2,1,1,7,43,2,2,1,1,4,329,19,1,1,10,15524,0,4,2,0,0,6,1,25,1,168169,2
34,2,1,1,1,43,1,2,1,1,1,57,0,1,1,5,4331,25176,4,2,0,0,1,1,25,1,49341,2
31,1,1,1,1,40,2,2,1,1,2,73,24,1,1,4,45010,0,4,2,0,0,2,1,25,1,49341,2
35,2,1,2,1,44,2,2,1,1,1,57,0,1,1,7,115500,245350,4,2,0,0,1,1,25,1,276850,2
36,1,1,2,1,43,2,2,1,1,1,57,0,1,1,1,161350,0,4,2,0,0,2,1,25,1,276850,2
31,1,1,2,1,43,2,2,1,1,1,57,0,1,1,9,90001,93814,4,2,0,0,1,1,25,1,122510,2
30,2,1,2,1,43,2,2,3,1,1,57,0,1,6,11,32509,0,4,2,0,0,2,1,25,1,122510,2
34,1,1,1,7,39,2,2,1,1,2,73,25,6,0,0,38000,26000,3,2,0,0,1,1,25,1,76016,2
31,1,1,1,7,44,2,2,1,1,5,370,25,7,0,0,30051,0,4,2,0,0,1,1,25,1,30051,2
25,2,1,1,7,43,1,2,2,1,4,329,19,1,1,10,40160,21200,4,2,0,0,1,1,25,1,40160,2
25,1,4,2,1,37,2,2,1,1,1,57,0,2,1,5,26007,6808,4,2,0,0,1,1,25,1,129928,2
38,2,1,2,1,39,2,2,1,1,5,436,24,7,0,0,0,0,2,2,0,0,2,1,25,1,42560,2
31,2,1,1,7,39,2,2,1,1,5,329,10,1,1,10,21780,0,1,2,0,0,1,1,25,1,21780,2
28,1,1,1,7,35,2,2,3,1,5,329,21,1,1,4,19000,7000,4,2,0,0,5,1,25,1,49000,2
30,1,1,1,7,40,2,2,3,1,1,57,0,1,2,9,37001,25001,4,2,0,0,1,1,25,1,67016,2
25,2,1,1,7,40,2,2,1,1,1,57,0,1,1,10,30015,12015,4,2,0,0,6,1,25,1,67016,2
24,1,1,1,7,40,2,1,2,1,4,329,20,1,1,6,16172,4002,4,2,0,0,1,1,25,1,58272,2
24,2,1,1,1,33,2,2,4,1,5,329,20,6,0,0,10,0,1,2,0,0,1,1,25,1,8020,2
28,1,1,2,7,43,2,2,2,2,5,362,24,1,1,6,28600,13000,4,2,0,0,1,1,25,1,28600,2
32,1,1,2,7,43,2,2,1,1,1,57,0,1,1,4,50030,38030,4,2,0,0,1,1,25,1,100090,2
27,2,1,2,7,44,2,2,1,1,1,57,0,1,1,10,50964,25564,4,2,0,0,1,1,25,1,50964,1
24,2,4,2,7,43,2,2,2,1,5,207,25,7,0,0,30000,0,4,2,0,0,1,1,25,1,30000,2
33,2,1,2,1,44,1,2,2,1,1,57,0,1,1,10,72201,122771,4,2,0,0,1,1,25,1,152861,2
32,1,2,2,1,45,2,2,2,1,1,57,0,1,1,10,80660,0,4,2,0,0,2,1,25,1,152861,2
34,2,1,2,7,34,2,2,3,1,4,313,18,7,0,0,0,0,1,2,0,0,1,1,25,1,30000,2
